,trial,time,acetate,biomass,butanol,butyrate,ethanol,Δ acetate,Δ biomass,Δ butanol,Δ butyrate,Δ ethanol,CO,CO2,H2,Flow Rate
1,1,0.0,16.905028959276112,0.4295457013574683,0.029818099547511474,0.07552850678733072,15.895239819004606,10.961665158371048,-0.08469683257918525,-0.01558371040723986,-0.1449502262443445,-2.8821719457013373,0.5,0.375,0.125,1
1,1,0.1,18.001195475113217,0.42107601809954975,0.02825972850678749,0.06103348416289627,15.607022624434473,18.29877828054311,-0.10273303167420866,0.0005610859728508166,-0.1002081447963802,-4.628877828054332,0.5,0.375,0.125,1
1,1,0.2,19.83107330316753,0.4108027149321289,0.02831583710407257,0.05101266968325825,15.14413484162904,23.651755656108765,-0.07200904977375579,0.030416289592760354,-0.006461538461538312,-6.218271493212699,0.5,0.375,0.125,1
1,1,0.3,22.196248868778405,0.4036018099547533,0.031357466063348605,0.05036651583710442,14.52230769230777,30.97676018099565,0.0010678733031677097,-0.026579185520361957,-0.1485248868778283,-5.66292307692313,0.5,0.375,0.125,1
1,1,0.4,25.29392488687797,0.4037085972850701,0.028699547511312408,0.035514027149321586,13.956015384615457,37.11231674208162,0.025049773755655987,0.023384615384615743,0.05609049773755746,-6.339674208144823,0.5,0.375,0.125,1
1,1,0.5,29.00515656108613,0.4062135746606357,0.031038009049773982,0.04112307692307733,13.322047963800975,38.94176470588257,0.04634389140271534,0.12495022624434474,0.40097737556561397,-6.738343891402751,0.5,0.375,0.125,1
1,1,0.6,32.89933303167439,0.4108479638009072,0.04353303167420845,0.08122081447963872,12.6482135746607,38.456705882353084,0.05876923076923114,0.2676289592760198,0.8599819004524938,-5.86817194570136,0.5,0.375,0.125,1
1,1,0.7,36.745003619909696,0.4167248868778303,0.07029592760181043,0.16721900452488808,12.061396380090564,35.84645248868793,0.07490497737556549,0.43822624434389335,1.4108325791855267,-5.648407239819052,0.5,0.375,0.125,1
1,1,0.8,40.32964886877849,0.4242153846153869,0.1141185520361998,0.3083022624434409,11.496555656108658,31.0863167420817,0.08662443438914093,0.6270226244343928,2.0066425339366623,-5.209004524886912,0.5,0.375,0.125,1
1,1,0.9,43.43828054298666,0.432877828054301,0.17682081447963907,0.5089665158371071,10.975655203619967,24.619728506787418,0.09062443438914104,0.5732941176470625,2.40090497737558,-4.985095022624436,0.5,0.375,0.125,1
1,1,1.0,45.9002533936654,0.4419402714932151,0.2341502262443453,0.749057013574665,10.477145701357523,15.771384615384804,0.09704072398190092,0.8146153846153882,3.236000000000014,-4.23554751131222,0.5,0.375,0.125,1
1,1,1.1,47.477391855203884,0.4516443438914052,0.3156117647058842,1.0726570135746667,10.053590950226301,4.645276018099415,0.09970135746606448,1.1233031674208225,3.8913212669683537,-3.608461538461563,0.5,0.375,0.125,1
1,1,1.2,47.941919457013825,0.4616144796380116,0.4279420814479663,1.4617891402715015,9.692744796380145,-8.656054298642452,0.09726696832579088,1.4716108597285136,4.338877828054313,-3.225719457013569,0.5,0.375,0.125,1
1,1,1.3,47.07631402714958,0.4713411764705907,0.5751031674208178,1.8956769230769333,9.370172850678788,-8.318769230769345,0.07725791855203677,1.8332398190045376,4.567909502262472,0.2177194570135657,0.5,0.375,0.125,1
1,1,1.4,46.244437104072645,0.4790669683257944,0.7584271493212713,2.35246787330318,9.391944796380145,-1.465864253393646,0.0631945701357472,2.2182262443439007,4.702796380090515,4.1588325791855105,0.5,0.375,0.125,1
1,1,1.5,46.09785067873328,0.4853864253393691,0.9802497737556616,2.822747511312232,9.807828054298696,-2.580045248868854,0.05876923076923107,2.5678009049773873,4.635221719457041,5.6820271493213195,0.5,0.375,0.125,1
1,1,1.6,45.839846153846395,0.4912633484162922,1.2370298642534006,3.2862696832579363,10.376030769230828,-3.5627511312216646,0.057556561085974144,2.858461538461556,4.354660633484186,6.353710407239825,0.5,0.375,0.125,1
1,1,1.7,45.48357104072423,0.4970190045248896,1.5228760180995558,3.7217357466063543,11.01140180995481,-4.331276018099569,0.06019004524886845,3.062497737556575,3.8442081447964025,5.990524886877834,0.5,0.375,0.125,1
1,1,1.8,45.05044343891427,0.5030380090497765,1.8291257918552135,4.106156561085995,11.610454298642594,-4.804361990950247,0.07284162895927714,3.3419547511312397,3.6836651583710505,4.940036199095068,0.5,0.375,0.125,1
1,1,1.9,44.57000723981925,0.5103221719457042,2.163321266968337,4.4745230769230995,12.1044579185521,-5.418841628959252,0.07497737556561017,3.5385701357466295,3.4342805429864556,4.933963800904997,0.5,0.375,0.125,1
1,1,2.0,44.02812307692332,0.5178199095022652,2.5171782805430003,4.817951131221745,12.5978542986426,-5.854895927601897,0.07620814479638131,3.658199095022631,3.1916018099547623,4.869583710407297,0.5,0.375,0.125,1
1,1,2.1,43.44263348416313,0.5254407239819033,2.8829981900452637,5.137111312217222,13.08481266968333,-6.064914027149294,0.07558371040723981,3.6807239819004747,2.9639366515837446,4.742380090497753,0.5,0.375,0.125,1
1,1,2.2,42.8361420814482,0.5329990950226273,3.2510705882353115,5.433504977375597,13.559050678733106,-5.996488687782978,0.07283257918552137,3.5874117647059163,2.7677737556560986,4.544452488687812,0.5,0.375,0.125,1
1,1,2.3,42.236493212669906,0.5402823529411794,3.609811764705902,5.7102823529412055,14.013495927601886,-5.60268778280537,0.06906787330316794,3.3588235294117754,2.6121266968326196,4.269285067873302,0.5,0.375,0.125,1
1,1,2.4,41.67622443438937,0.5471891402714962,3.9456941176470797,5.971495022624468,14.440424434389216,-5.604488687782942,0.07171040723981885,3.4580090497737817,2.9137013574660626,4.538271493212718,0.5,0.375,0.125,1
1,1,2.5,41.115775565611074,0.5543601809954781,4.291495022624458,6.262865158371074,14.894251583710489,-5.605511312217141,0.0713484162895927,3.456760180995492,2.9145882352941284,4.538588235294099,0.5,0.375,0.125,1
1,1,2.6,40.55522443438936,0.5614950226244374,4.637171040724008,6.554323981900487,15.348110407239899,-5.6044886877827995,0.07009954751131303,3.456579185520369,2.9135203619909484,4.537791855203657,0.5,0.375,0.125,1
1,1,2.7,39.99477556561108,0.5685049773755687,4.982828959276045,6.845676018099582,15.801889592760265,-5.605511312217308,0.0713484162895919,3.4567601809954986,2.914588235294159,4.538588235294208,0.5,0.375,0.125,1
1,1,2.8,39.43422443438935,0.5756398190045279,5.3285049773755935,7.137134841628997,16.255748416289684,-5.6044886877827995,0.07171040723981996,3.458009049773786,2.9137013574660715,4.538271493212664,0.5,0.375,0.125,1
1,1,2.9,38.87377556561107,0.5828108597285099,5.674305882352972,7.428504977375605,16.70957556561095,-5.605511312217141,0.07189140271493304,3.4569411764705973,2.9149502262443656,4.538226244343906,0.5,0.375,0.125,1
1,1,3.0,38.313224434389355,0.5900000000000032,6.020000000000032,7.7200000000000415,17.163398190045342,-5.632018099547617,0.0754208144796386,3.4160000000000204,3.1810678733031823,4.426217194570153,0.5,0.375,0.125,1
1,1,3.1,37.75002262443459,0.597542081447967,6.361600000000035,8.03810678733036,17.606019909502358,-5.636923076923063,0.07582805429864219,3.4102443438914123,3.2241719457013547,4.406624434389133,0.5,0.375,0.125,1
1,1,3.2,37.186330316742286,0.6051248868778313,6.702624434389176,8.360523981900496,18.04668235294127,-5.621665158371007,0.07356561085972961,3.4310407239819205,3.0817647058823927,4.467058823529458,0.5,0.375,0.125,1
1,1,3.3,36.62416380090519,0.6124814479638042,7.045728506787367,8.668700452488734,18.493388235294216,-5.591067873303283,0.06838009049773713,3.4772307692308027,2.7845791855203723,4.59313122171952,0.5,0.375,0.125,1
1,1,3.4,36.06505701357486,0.6193194570135779,7.393451583710448,8.947158371040771,18.952701357466168,-5.548570135746681,0.06410859728506851,3.5408597285068013,2.3688235294117788,4.768452488687767,0.5,0.375,0.125,1
1,1,3.5,35.51020000000019,0.6257303167420848,7.747537556561128,9.18404072398195,19.429546606334945,-5.498316742081495,0.05781900452488715,3.6187692307692623,1.865909502262449,4.9800180995475385,0.5,0.375,0.125,1
1,1,3.6,34.96036832579204,0.6315122171945735,8.109414479638055,9.370631674208195,19.9275484162897,-5.441746606334799,0.05066968325791894,3.7023257918552024,1.314045248868786,5.213438914027146,0.5,0.375,0.125,1
1,1,3.7,34.41619366515856,0.6365791855203654,8.479647058823575,9.502036199095073,20.448892307692415,-5.384389140271557,0.043113122171946225,3.789665158371043,0.7439638009049814,5.452941176470658,0.5,0.375,0.125,1
1,1,3.8,33.877754751131405,0.64089049773756,8.858613574660678,9.576432579185571,20.99418642533948,-5.327683257918632,0.03560180995475167,3.875538461538511,0.18978280542984988,5.686135746606412,0.5,0.375,0.125,1
1,1,3.9,33.34498642533954,0.6444506787330352,9.24616742081453,9.595410859728556,21.56280000000012,-5.277158371040751,0.02858823529411911,3.9513122171945945,-0.3109954751131025,5.897927601809906,0.5,0.375,0.125,1
1,1,4.0,32.817270588235466,0.6473095022624471,9.64129864253399,9.564311312217246,22.15259276018111,-5.233547511312243,0.021819004524885686,4.015828054298677,-0.727638009049765,6.074633484163016,0.5,0.375,0.125,1
1,1,4.1,32.293915837104244,0.6494914027149357,10.042881447963856,9.49154751131227,22.76005610859741,-5.204380090497701,0.019131221719457147,4.061131221719446,-1.0239366515837156,6.199864253393595,0.5,0.375,0.125,1
1,1,4.2,31.77347782805447,0.6514045248868814,10.448994570135802,9.389153846153897,23.380042533936773,-5.189710407239883,0.0175927601809956,4.084063348416326,-1.168479638009061,6.25923076923089,0.5,0.375,0.125,1
1,1,4.3,31.254506787330484,0.6531638009049809,10.857400904977434,9.272305882352992,24.00596561085986,-4.357185520361972,0.018361990950226295,3.844461538461574,-0.6924705882352774,5.792108597285055,0.5,0.375,0.125,1
1,1,4.4,30.818788235294285,0.6550000000000036,11.241847058823593,9.203058823529464,24.58517647058837,-4.613538461538463,0.023303167420814036,4.04940271493215,-0.4152941176470663,6.037873303167544,0.5,0.375,0.125,1
1,1,4.5,30.35743438914044,0.657330316742085,11.646787330316807,9.161529411764757,25.18896380090512,-5.125348416289751,0.023357466063348514,4.222733031674221,-0.6576289592760555,6.351529411764667,0.5,0.375,0.125,1
1,1,4.6,29.844899547511467,0.6596660633484198,12.069060633484227,9.095766515837152,25.824116742081586,-5.860642533936553,0.022235294117647235,4.327619909502255,-1.1045520361990786,6.618850678733033,0.5,0.375,0.125,1
1,1,4.7,29.25883529411781,0.6618895927601846,12.501822624434455,8.985311312217243,26.486001809954892,-6.75994570135759,0.02011764705882387,4.372235294117723,-1.710642533936652,6.837846153846232,0.5,0.375,0.125,1
1,1,4.8,28.582840723982052,0.6639013574660669,12.939046153846226,8.814247058823579,27.169786425339513,-7.762461538461481,0.018570135746607163,4.363366515837081,-2.427773755656131,7.005140271493245,0.5,0.375,0.125,1
1,1,4.9,27.8065945701359,0.6657583710407277,13.375382805429936,8.571469683257964,27.87030045248884,-8.823068519717228,0.013736586942431121,4.104402068519001,-3.3627873303172016,6.861767614736489,0.5,0.375,0.125,1
1,1,5.0,26.92428771816418,0.6671320297349708,13.785823012281835,8.235190950226245,28.556477213962488,-9.703276987718217,0.01142404654169264,4.065349062702023,-4.014576276664542,6.969017129928854,0.5,0.375,0.125,1
1,1,5.1,25.953960019392362,0.66827443438914,14.192357918552036,7.833733322559793,29.25337892695537,-10.583485455720712,0.009111506140917443,4.026296056884245,-4.666365223012267,7.076266645119523,0.5,0.375,0.125,1
1,1,5.2,24.895611473820285,0.6691855850032318,14.594987524240462,7.3670968002585635,29.961005591467327,-11.463693923723431,0.006798965740140186,3.9872430510665566,-5.318154169360084,7.183516160310245,0.5,0.375,0.125,1
1,1,5.3,23.749242081447946,0.6698654815772458,14.993711829347117,6.835281383322557,30.67935720749835,-12.343902391725981,0.004486425339365028,3.948190045248833,-5.969943115707842,7.290765675500946,0.5,0.375,0.125,1
1,1,5.4,22.51485184227534,0.6703141241111823,15.388530833872002,6.2382870717517696,31.408433775048447,-13.224110859728643,0.00217388493858773,3.909137039431126,-6.621732062055644,7.3980151906916,0.5,0.375,0.125,1
1,1,5.5,21.19244075630248,0.6705315126050411,15.779444537815113,5.5761138655462075,32.148235294117605,-14.104319327731268,-0.0001386554621873875,3.8700840336134372,-7.27352100840342,7.505264705882224,0.5,0.375,0.125,1
1,2,0.0,15.080408144796465,0.3895113122171967,0.1804552036199105,0.062025339366516184,16.583848868778368,5.411692307692331,-0.07710407239819084,0.3101447963800921,-0.11510407239819047,-6.215963800904998,0.5,0.375,0.125,1
1,2,0.1,15.621577375565698,0.3818009049773776,0.2114696832579197,0.05051493212669714,15.962252488687868,17.58732126696847,-0.09419909502262402,0.358371040723984,-0.041628959276018215,-7.614352941176534,0.5,0.375,0.125,1
1,2,0.2,17.380309502262545,0.3723809954751152,0.2473067873303181,0.046352036199095316,15.200817194570215,30.683782805430056,-0.061819004524888435,0.3988778280543008,0.069601809954752,-7.747764705882416,0.5,0.375,0.125,1
1,2,0.3,20.44868778280555,0.3661990950226264,0.2871945701357482,0.053312217194570515,14.426040723981973,45.997438914027335,-0.025049773755655973,0.33288687782805626,0.02212669683257957,-6.616515837104105,0.5,0.375,0.125,1
1,2,0.4,25.048431674208285,0.3636941176470608,0.3204832579185538,0.05552488687782847,13.764389140271563,59.71237104072438,-0.041610859728506984,0.40210859728506976,0.19959276018099664,-7.3494479638008965,0.5,0.375,0.125,1
1,2,0.5,31.01966877828072,0.3595330316742101,0.3606941176470608,0.07548416289592813,13.029444343891473,67.1145158371044,-0.031773755656107634,0.5007873303167455,0.45850678733031985,-6.915122171945713,0.5,0.375,0.125,1
1,2,0.6,37.73112036199116,0.3563556561085993,0.4107728506787353,0.1213348416289601,12.337932126696902,68.28028054298665,-0.019402714932127977,0.6228778280543019,0.77352941176471,-5.392262443438974,0.5,0.375,0.125,1
1,2,0.7,44.55914841628982,0.3544153846153865,0.4730606334841655,0.1986877828054311,11.798705882353005,65.4422171945705,-0.003656108597285265,0.7773665158371084,1.131782805429869,-4.687194570135769,0.5,0.375,0.125,1
1,2,0.8,51.10337013574688,0.354049773755658,0.5507972850678764,0.3118660633484181,11.329986425339428,57.89419909502301,0.016398190045249787,0.9432398190045301,1.5010045248868862,-3.911538461538467,0.5,0.375,0.125,1
1,2,0.9,56.89279004524918,0.35568959276018297,0.6451212669683294,0.4619665158371067,10.938832579185581,46.446307692307805,0.03136651583710404,0.8186606334841675,1.4556108597285158,-3.369855203619939,0.5,0.375,0.125,1
1,2,1.0,61.53742081447996,0.3588262443438934,0.7269873303167461,0.6075276018099582,10.601847058823587,28.783683257918657,0.058271493212670396,1.034027149321273,1.89780995475114,-2.6677647058823672,0.5,0.375,0.125,1
1,2,1.1,64.41578914027183,0.3646533936651604,0.8303900452488735,0.7973085972850724,10.33507058823535,8.54364705882362,0.08426244343891398,1.3360180995475208,2.405990950226261,-2.13657918552036,0.5,0.375,0.125,1
1,2,1.2,65.27015384615419,0.3730796380090518,0.9639918552036254,1.0379076923076982,10.121412669683314,-14.111737556561211,0.11227149321267106,1.6941719457013633,2.9242081447963937,-1.8853665158371218,0.5,0.375,0.125,1
1,2,1.3,63.858980090498065,0.3843067873303189,1.133409049773762,1.3303285067873378,9.932876018099602,-24.24530316742082,0.09892307692307602,2.1120904977375714,3.453158371040743,-0.24666968325790994,0.5,0.375,0.125,1
1,2,1.4,61.434449773755986,0.3941990950226265,1.3446180995475188,1.6756443438914117,9.908209049773811,-22.608126696832734,0.0733031674208156,2.567864253393679,4.048280542986447,1.955122171945705,0.5,0.375,0.125,1
1,2,1.5,59.17363710407271,0.4015294117647081,1.601404524886887,2.080472398190057,10.103721266968382,-25.34658823529417,0.06953846153846194,2.9744253393665283,4.55605429864256,2.9140633484163,0.5,0.375,0.125,1
